LOGGING STARTED
robot_main , [MAIN_LOOP] 567993632262 | kalman_calibration | [1.1307556023715484,0.0012415835966374752]
robot_main , [MAIN_LOOP] 567993942975 | robot_frequency | [22.94952663239101,57,22.896059382210293]
robot_main , [CONTROLLER] 567993942975 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993942975 | stability_controller | [0.6762428051980244,-0.18278148295263702,13.95921987838556]
robot_main , [MAIN_LOOP] 567993943063 | robot_frequency | [22.949927675027535,59,22.896059382210293]
robot_main , [CONTROLLER] 567993943063 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993943063 | stability_controller | [0.6762428051980244,-0.18025880565554997,12.919246068160374]
robot_main , [MAIN_LOOP] 567993943151 | robot_frequency | [22.94922592570545,61,22.896059382210293]
robot_main , [CONTROLLER] 567993943151 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993943151 | stability_controller | [0.6762428051980244,-0.17262600253813423,13.166599145083518]
robot_main , [MAIN_LOOP] 567993943238 | robot_frequency | [22.94676406963627,63,22.896059382210293]
robot_main , [CONTROLLER] 567993943238 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993943238 | stability_controller | [0.6762428051980244,-0.1683965901623932,13.562880271946074]
robot_main , [MAIN_LOOP] 567993943325 | robot_frequency | [22.951323792809166,65,22.896059382210293]
robot_main , [CONTROLLER] 567993943325 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993943325 | stability_controller | [0.6762428051980244,-0.1699170604946149,14.233119331008684]
robot_main , [MAIN_LOOP] 567993943412 | robot_frequency | [22.965947183004687,67,22.896059382210293]
robot_main , [CONTROLLER] 567993943412 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993943412 | stability_controller | [0.6762428051980244,-0.17214913947027666,13.007626039785997]
robot_main , [MAIN_LOOP] 567993943499 | robot_frequency | [22.949597000984767,69,22.896059382210293]
robot_main , [CONTROLLER] 567993943499 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993943499 | stability_controller | [0.6762428051980244,-0.17472944811378605,14.350405562137356]
robot_main , [MAIN_LOOP] 567993943587 | robot_frequency | [22.951809747701777,71,22.896059382210293]
robot_main , [CONTROLLER] 567993943587 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993943587 | stability_controller | [0.6762428051980244,-0.17551106908737793,13.07074582149214]
robot_main , [MAIN_LOOP] 567993943677 | robot_frequency | [22.93611110745151,73,22.896059382210293]
robot_main , [CONTROLLER] 567993943677 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993943677 | stability_controller | [0.6762428051980244,-0.1744452567803651,13.375470010997777]
robot_main , [MAIN_LOOP] 567993943764 | robot_frequency | [22.929617324873586,75,22.896059382210293]
robot_main , [CONTROLLER] 567993943764 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993943764 | stability_controller | [0.6762428051980244,-0.17159933741706843,12.867655085483364]
robot_main , [MAIN_LOOP] 567993943852 | robot_frequency | [22.931302555489193,77,22.896059382210293]
robot_main , [CONTROLLER] 567993943852 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993943852 | stability_controller | [0.6762428051980244,-0.17374164147880097,14.41784884121022]
robot_main , [MAIN_LOOP] 567993943939 | robot_frequency | [22.935932286056392,79,22.896059382210293]
robot_main , [CONTROLLER] 567993943939 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993943939 | stability_controller | [0.6762428051980244,-0.1764008985571186,12.715331484641053]
robot_main , [MAIN_LOOP] 567993944029 | robot_frequency | [22.932495274163237,81,22.896059382210293]
robot_main , [CONTROLLER] 567993944029 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993944029 | stability_controller | [0.6762428051980244,-0.17231606061911892,13.337224265421236]
robot_main , [MAIN_LOOP] 567993944116 | robot_frequency | [22.928867274800417,83,22.896059382210293]
robot_main , [CONTROLLER] 567993944116 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993944116 | stability_controller | [0.6762428051980244,-0.16912979750108348,13.119362553203612]
robot_main , [MAIN_LOOP] 567993944203 | robot_frequency | [22.92148668220033,85,22.896059382210293]
robot_main , [CONTROLLER] 567993944203 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993944203 | stability_controller | [0.6762428051980244,-0.16755278649322713,12.829238130557112]
robot_main , [MAIN_LOOP] 567993944291 | robot_frequency | [22.91973416439752,87,22.896059382210293]
robot_main , [CONTROLLER] 567993944291 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993944291 | stability_controller | [0.6762428051980244,-0.16834997518506936,14.211063526345246]
robot_main , [MAIN_LOOP] 567993944378 | robot_frequency | [22.918664030934284,89,22.896059382210293]
robot_main , [CONTROLLER] 567993944378 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993944378 | stability_controller | [0.6762428051980244,-0.17532401989220478,13.921769290023308]
robot_main , [MAIN_LOOP] 567993944466 | robot_frequency | [22.918669279523364,91,22.896059382210293]
robot_main , [CONTROLLER] 567993944466 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993944466 | stability_controller | [0.6762428051980244,-0.17299267629280585,12.578161040707254]
robot_main , [MAIN_LOOP] 567993944553 | robot_frequency | [22.92033467054181,93,22.896059382210293]
robot_main , [CONTROLLER] 567993944553 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993944553 | stability_controller | [0.6762428051980244,-0.16963975289538838,14.014304397441906]
robot_main , [MAIN_LOOP] 567993944642 | robot_frequency | [22.9151603521063,95,22.896059382210293]
robot_main , [CONTROLLER] 567993944642 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993944642 | stability_controller | [0.6762428051980244,-0.16577063478339132,12.50085622430323]
robot_main , [MAIN_LOOP] 567993944729 | robot_frequency | [22.91189106695527,97,22.896059382210293]
robot_main , [CONTROLLER] 567993944729 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993944729 | stability_controller | [0.6762428051980244,-0.16060793140076476,13.404352122576078]
robot_main , [MAIN_LOOP] 567993944817 | robot_frequency | [22.91234206814832,99,22.896059382210293]
robot_main , [CONTROLLER] 567993944817 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993944817 | stability_controller | [0.6762428051980244,-0.16565038123957385,15.160580450589087]
robot_main , [MAIN_LOOP] 567993944904 | robot_frequency | [0,0,22.92207266136306]
robot_main , [CONTROLLER] 567993944904 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993944904 | stability_controller | [0.6762428051980244,-0.17831013939159032,14.51195752693579]
robot_main , [MAIN_LOOP] 567993944992 | robot_frequency | [22.969431161212096,2,22.92207266136306]
robot_main , [CONTROLLER] 567993944992 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993944992 | stability_controller | [0.6762428051980244,-0.1830219677590532,13.46622147035525]
robot_main , [MAIN_LOOP] 567993945080 | robot_frequency | [22.899000942071147,4,22.92207266136306]
robot_main , [CONTROLLER] 567993945080 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993945080 | stability_controller | [0.6762428051980244,-0.18624912437481878,14.069684212911493]
robot_main , [MAIN_LOOP] 567993945169 | robot_frequency | [22.884658763695285,6,22.92207266136306]
robot_main , [CONTROLLER] 567993945169 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993945169 | stability_controller | [0.6762428051980244,-0.18829204807145897,13.386775543662303]
robot_main , [MAIN_LOOP] 567993945256 | robot_frequency | [22.85470467114321,8,22.92207266136306]
robot_main , [CONTROLLER] 567993945256 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993945256 | stability_controller | [0.6762428051980244,-0.18855064477689445,13.999702453064177]
robot_main , [MAIN_LOOP] 567993945344 | robot_frequency | [22.81589199014266,10,22.92207266136306]
robot_main , [CONTROLLER] 567993945344 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993945344 | stability_controller | [0.6762428051980244,-0.18874923138535332,12.966378386875595]
robot_main , [MAIN_LOOP] 567993945431 | robot_frequency | [22.821657748003304,12,22.92207266136306]
robot_main , [CONTROLLER] 567993945431 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [MAIN_LOOP] 567993945520 | robot_frequency | [22.828824086890073,14,22.92207266136306]
robot_main , [CONTROLLER] 567993945520 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993945520 | stability_controller | [0.6762428051980244,-0.19102816116898785,13.773322409342466]
robot_main , [MAIN_LOOP] 567993945607 | robot_frequency | [22.831788963068092,16,22.92207266136306]
robot_main , [CONTROLLER] 567993945607 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993945607 | stability_controller | [0.6762428051980244,-0.18756181292221646,13.283851028541852]
robot_main , [MAIN_LOOP] 567993945695 | robot_frequency | [22.79657611890476,18,22.92207266136306]
robot_main , [CONTROLLER] 567993945695 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993945695 | stability_controller | [0.6762428051980244,-0.1843178752987125,13.347731027522709]
robot_main , [MAIN_LOOP] 567993945784 | robot_frequency | [22.80670490487038,20,22.92207266136306]
robot_main , [CONTROLLER] 567993945784 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993945784 | stability_controller | [0.6762428051980244,-0.18349143237009635,13.853319159476092]
robot_main , [MAIN_LOOP] 567993945871 | robot_frequency | [22.81268316981808,22,22.92207266136306]
robot_main , [CONTROLLER] 567993945871 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993945871 | stability_controller | [0.6762428051980244,-0.1864332837699697,14.12122543216882]
robot_main , [MAIN_LOOP] 567993945960 | robot_frequency | [22.795145911524518,24,22.92207266136306]
robot_main , [CONTROLLER] 567993945960 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993945960 | stability_controller | [0.6762428051980244,-0.19279675374842456,14.84567204896338]
robot_main , [MAIN_LOOP] 567993946048 | robot_frequency | [22.792971959631643,26,22.92207266136306]
robot_main , [CONTROLLER] 567993946048 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993946048 | stability_controller | [0.6762428051980244,-0.19217720478350606,12.464340761902227]
robot_main , [MAIN_LOOP] 567993946135 | robot_frequency | [22.78411189380649,28,22.92207266136306]
robot_main , [CONTROLLER] 567993946135 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993946135 | stability_controller | [0.6762428051980244,-0.19117180806144657,14.359897085503817]
robot_main , [MAIN_LOOP] 567993946223 | robot_frequency | [22.78373595364743,30,22.92207266136306]
robot_main , [CONTROLLER] 567993946223 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993946223 | stability_controller | [0.6762428051980244,-0.19859927855821569,15.077010920818608]
robot_main , [MAIN_LOOP] 567993946311 | robot_frequency | [22.782823352903282,32,22.92207266136306]
robot_main , [CONTROLLER] 567993946311 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993946311 | stability_controller | [0.6762428051980244,-0.20625744759367523,13.781331214403108]
robot_main , [MAIN_LOOP] 567993946399 | robot_frequency | [22.794924859158733,34,22.92207266136306]
robot_main , [CONTROLLER] 567993946399 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993946399 | stability_controller | [0.6762428051980244,-0.2096765053175925,13.992082737437144]
robot_main , [MAIN_LOOP] 567993946488 | robot_frequency | [22.79639327888781,36,22.92207266136306]
robot_main , [CONTROLLER] 567993946488 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993946488 | stability_controller | [0.6762428051980244,-0.20821119262819318,13.390068420036211]
robot_main , [MAIN_LOOP] 567993946575 | robot_frequency | [22.796308802218192,38,22.92207266136306]
robot_main , [CONTROLLER] 567993946575 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993946575 | stability_controller | [0.6762428051980244,-0.19936541205942024,12.354352175159834]
robot_main , [MAIN_LOOP] 567993946663 | robot_frequency | [22.78415467295794,40,22.92207266136306]
robot_main , [CONTROLLER] 567993946663 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993946663 | stability_controller | [0.6762428051980244,-0.19034399054276716,13.077343021625907]
robot_main , [MAIN_LOOP] 567993946751 | robot_frequency | [22.784556284634395,42,22.92207266136306]
robot_main , [CONTROLLER] 567993946751 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993946751 | stability_controller | [0.6762428051980244,-0.18991767369101847,14.728845088979552]
robot_main , [MAIN_LOOP] 567993946840 | robot_frequency | [22.77969995161954,44,22.92207266136306]
robot_main , [CONTROLLER] 567993946840 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993946840 | stability_controller | [0.6762428051980244,-0.19268409416827967,13.894264694497382]
robot_main , [MAIN_LOOP] 567993946927 | robot_frequency | [22.806368812114894,46,22.92207266136306]
robot_main , [CONTROLLER] 567993946927 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993946927 | stability_controller | [0.6762428051980244,-0.19508014111452476,13.848866785024256]
robot_main , [MAIN_LOOP] 567993947016 | robot_frequency | [22.781391071940508,48,22.92207266136306]
robot_main , [CONTROLLER] 567993947016 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993947016 | stability_controller | [0.6762428051980244,-0.1985362837095131,14.15018004306146]
robot_main , [MAIN_LOOP] 567993947104 | robot_frequency | [22.778466719743257,50,22.92207266136306]
robot_main , [CONTROLLER] 567993947104 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993947104 | stability_controller | [0.6762428051980244,-0.20086918638016504,13.629517870811489]
robot_main , [MAIN_LOOP] 567993947192 | robot_frequency | [22.7724537661229,52,22.92207266136306]
robot_main , [CONTROLLER] 567993947192 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993947192 | stability_controller | [0.6762428051980244,-0.1984899349300929,13.766793934354919]
robot_main , [MAIN_LOOP] 567993947281 | robot_frequency | [22.771485318989775,54,22.92207266136306]
robot_main , [CONTROLLER] 567993947281 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993947281 | stability_controller | [0.6762428051980244,-0.19820577841576695,13.786784073658882]
robot_main , [MAIN_LOOP] 567993947368 | robot_frequency | [22.773844007918534,56,22.92207266136306]
robot_main , [CONTROLLER] 567993947368 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993947368 | stability_controller | [0.6762428051980244,-0.20207307043698322,14.483743159999992]
robot_main , [MAIN_LOOP] 567993947456 | robot_frequency | [22.769902132220373,58,22.92207266136306]
robot_main , [CONTROLLER] 567993947456 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993947456 | stability_controller | [0.6762428051980244,-0.2065017554619864,14.22225454709064]
robot_main , [MAIN_LOOP] 567993947543 | robot_frequency | [22.771515730801518,60,22.92207266136306]
robot_main , [CONTROLLER] 567993947543 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993947543 | stability_controller | [0.6762428051980244,-0.20776084659417568,13.82599819118587]
robot_main , [MAIN_LOOP] 567993947633 | robot_frequency | [22.770196311461586,62,22.92207266136306]
robot_main , [CONTROLLER] 567993947633 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993947633 | stability_controller | [0.6762428051980244,-0.20590954503158473,13.254527092785143]
robot_main , [MAIN_LOOP] 567993947720 | robot_frequency | [22.770226664444433,64,22.92207266136306]
robot_main , [CONTROLLER] 567993947720 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993947720 | stability_controller | [0.6762428051980244,-0.20170933314280026,12.854254183457352]
robot_main , [MAIN_LOOP] 567993947810 | robot_frequency | [22.76646696657074,66,22.92207266136306]
robot_main , [CONTROLLER] 567993947810 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993947810 | stability_controller | [0.6762428051980244,-0.20271590286980207,15.190187031169899]
robot_main , [MAIN_LOOP] 567993947897 | robot_frequency | [22.76294735585126,68,22.92207266136306]
robot_main , [CONTROLLER] 567993947897 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993947897 | stability_controller | [0.6762428051980244,-0.20708830766763237,13.351048732253249]
robot_main , [MAIN_LOOP] 567993947985 | robot_frequency | [22.758742676317528,70,22.92207266136306]
robot_main , [CONTROLLER] 567993947985 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993947985 | stability_controller | [0.6762428051980244,-0.20490460080610268,13.560749083096232]
robot_main , [MAIN_LOOP] 567993948074 | robot_frequency | [22.757368291031625,72,22.92207266136306]
robot_main , [CONTROLLER] 567993948074 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993948074 | stability_controller | [0.6762428051980244,-0.20931122016961867,14.938140945971622]
robot_main , [MAIN_LOOP] 567993948162 | robot_frequency | [22.753957493171505,74,22.92207266136306]
robot_main , [CONTROLLER] 567993948162 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993948162 | stability_controller | [0.6762428051980244,-0.218259858539345,14.715442091605075]
robot_main , [MAIN_LOOP] 567993948251 | robot_frequency | [22.75583557807211,76,22.92207266136306]
robot_main , [CONTROLLER] 567993948251 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993948251 | stability_controller | [0.6762428051980244,-0.22309363110217495,13.669707724398084]
robot_main , [MAIN_LOOP] 567993948338 | robot_frequency | [22.75809500089953,78,22.92207266136306]
robot_main , [CONTROLLER] 567993948338 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993948338 | stability_controller | [0.6762428051980244,-0.224253990483552,14.03786781849711]
robot_main , [MAIN_LOOP] 567993948427 | robot_frequency | [22.753750772529987,80,22.92207266136306]
robot_main , [CONTROLLER] 567993948427 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993948427 | stability_controller | [0.6762428051980244,-0.22492772334465333,14.097463868879915]
robot_main , [MAIN_LOOP] 567993948514 | robot_frequency | [22.75284993231752,82,22.92207266136306]
robot_main , [CONTROLLER] 567993948514 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993948514 | stability_controller | [0.6762428051980244,-0.22636624124964147,13.285493210108479]
robot_main , [MAIN_LOOP] 567993948604 | robot_frequency | [22.752510360240763,84,22.92207266136306]
robot_main , [CONTROLLER] 567993948604 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993948604 | stability_controller | [0.6762428051980244,-0.2256234085500287,14.477710728610534]
robot_main , [MAIN_LOOP] 567993948691 | robot_frequency | [22.74787637208928,86,22.92207266136306]
robot_main , [CONTROLLER] 567993948691 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993948691 | stability_controller | [0.6762428051980244,-0.22799673537706264,14.16737347636619]
robot_main , [MAIN_LOOP] 567993948780 | robot_frequency | [22.74550562286652,88,22.92207266136306]
robot_main , [CONTROLLER] 567993948780 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993948780 | stability_controller | [0.6762428051980244,-0.22405905820061817,12.671383677441018]
robot_main , [MAIN_LOOP] 567993948868 | robot_frequency | [22.74364272732845,90,22.92207266136306]
robot_main , [CONTROLLER] 567993948868 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993948868 | stability_controller | [0.6762428051980244,-0.22344420788906602,14.547744335440136]
robot_main , [MAIN_LOOP] 567993948958 | robot_frequency | [22.74294680203697,92,22.92207266136306]
robot_main , [CONTROLLER] 567993948958 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993948958 | stability_controller | [0.6762428051980244,-0.2197452881516943,12.87864356511052]
robot_main , [MAIN_LOOP] 567993949045 | robot_frequency | [22.741224132000006,94,22.92207266136306]
robot_main , [CONTROLLER] 567993949045 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993949045 | stability_controller | [0.6762428051980244,-0.21115624822108311,13.499233447024114]
robot_main , [MAIN_LOOP] 567993949135 | robot_frequency | [22.73502722358137,96,22.92207266136306]
robot_main , [CONTROLLER] 567993949135 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993949135 | stability_controller | [0.6762428051980244,-0.20748356474355195,13.258178921331485]
robot_main , [MAIN_LOOP] 567993949222 | robot_frequency | [22.73191660771969,98,22.92207266136306]
robot_main , [CONTROLLER] 567993949222 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993949222 | stability_controller | [0.6762428051980244,-0.20239586139395768,13.255088439723284]
robot_main , [MAIN_LOOP] 567993949312 | robot_frequency | [22.730418238741116,100,22.92207266136306]
robot_main , [CONTROLLER] 567993949312 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993949312 | stability_controller | [0.6762428051980244,-0.19565807222287082,12.736829552151601]
robot_main , [MAIN_LOOP] 567993949399 | robot_frequency | [22.309915003363376,1,22.730418238741116]
robot_main , [CONTROLLER] 567993949399 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993949399 | stability_controller | [0.6762428051980244,-0.20022734552116425,15.674200757190109]
robot_main , [MAIN_LOOP] 567993949488 | robot_frequency | [22.48320352275162,3,22.730418238741116]
robot_main , [CONTROLLER] 567993949488 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993949488 | stability_controller | [0.6762428051980244,-0.20853589253375912,13.878094149916082]
robot_main , [MAIN_LOOP] 567993949575 | robot_frequency | [22.645369267875186,5,22.730418238741116]
robot_main , [CONTROLLER] 567993949575 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993949575 | stability_controller | [0.6762428051980244,-0.21051776929890956,13.91344204253111]
robot_main , [MAIN_LOOP] 567993949665 | robot_frequency | [22.594739316013463,7,22.730418238741116]
robot_main , [CONTROLLER] 567993949665 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993949665 | stability_controller | [0.6762428051980244,-0.2070983913855133,12.63095888201495]
robot_main , [MAIN_LOOP] 567993949753 | robot_frequency | [22.605206276158146,9,22.730418238741116]
robot_main , [CONTROLLER] 567993949753 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993949753 | stability_controller | [0.6762428051980244,-0.2008898697918396,13.502314543924177]
robot_main , [MAIN_LOOP] 567993949842 | robot_frequency | [22.598842191481925,11,22.730418238741116]
robot_main , [CONTROLLER] 567993949842 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993949842 | stability_controller | [0.6762428051980244,-0.1978549118480623,13.286436058095164]
robot_main , [MAIN_LOOP] 567993949929 | robot_frequency | [22.62315837507422,13,22.730418238741116]
robot_main , [CONTROLLER] 567993949929 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993949929 | stability_controller | [0.6762428051980244,-0.19701180343245273,13.81988215297151]
robot_main , [MAIN_LOOP] 567993950020 | robot_frequency | [22.603235833440255,15,22.730418238741116]
robot_main , [CONTROLLER] 567993950020 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993950020 | stability_controller | [0.6762428051980244,-0.19408750171652217,13.506037985859098]
robot_main , [MAIN_LOOP] 567993950108 | robot_frequency | [22.59258171159134,17,22.730418238741116]
robot_main , [CONTROLLER] 567993950108 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993950108 | stability_controller | [0.6762428051980244,-0.18778421321050962,12.528971527505826]
robot_main , [MAIN_LOOP] 567993950197 | robot_frequency | [22.591278871893497,19,22.730418238741116]
robot_main , [CONTROLLER] 567993950197 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993950197 | stability_controller | [0.6762428051980244,-0.18875803076478348,14.887681695996823]
robot_main , [MAIN_LOOP] 567993950285 | robot_frequency | [22.59015619379996,21,22.730418238741116]
robot_main , [CONTROLLER] 567993950285 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993950285 | stability_controller | [0.6762428051980244,-0.18548662572433824,12.0471478923829]
robot_main , [MAIN_LOOP] 567993950375 | robot_frequency | [22.580156754097292,23,22.730418238741116]
robot_main , [CONTROLLER] 567993950375 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993950375 | stability_controller | [0.6762428051980244,-0.17846824165338646,13.47703457162671]
robot_main , [MAIN_LOOP] 567993950462 | robot_frequency | [22.63101668232121,25,22.730418238741116]
robot_main , [CONTROLLER] 567993950462 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993950462 | stability_controller | [0.6762428051980244,-0.17980530412553622,13.543657204915695]
robot_main , [MAIN_LOOP] 567993950551 | robot_frequency | [22.58400995270995,27,22.730418238741116]
robot_main , [CONTROLLER] 567993950551 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993950551 | stability_controller | [0.6762428051980244,-0.17844275564635084,13.149521040717335]
robot_main , [MAIN_LOOP] 567993950640 | robot_frequency | [22.583395902061966,29,22.730418238741116]
robot_main , [CONTROLLER] 567993950640 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993950640 | stability_controller | [0.6762428051980244,-0.1789390488023655,14.4809880650626]
robot_main , [MAIN_LOOP] 567993950729 | robot_frequency | [22.579867033668688,31,22.730418238741116]
robot_main , [CONTROLLER] 567993950729 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993950729 | stability_controller | [0.6762428051980244,-0.17899168243384625,12.70430111697683]
robot_main , [MAIN_LOOP] 567993950817 | robot_frequency | [22.57701451165327,33,22.730418238741116]
robot_main , [CONTROLLER] 567993950817 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993950817 | stability_controller | [0.6762428051980244,-0.17393521498610237,13.136004114481494]
robot_main , [MAIN_LOOP] 567993950907 | robot_frequency | [22.586723928723952,35,22.730418238741116]
robot_main , [CONTROLLER] 567993950907 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993950907 | stability_controller | [0.6762428051980244,-0.17086737487711115,13.51975617651343]
robot_main , [MAIN_LOOP] 567993950995 | robot_frequency | [22.586650733218132,37,22.730418238741116]
robot_main , [CONTROLLER] 567993950995 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993950995 | stability_controller | [0.6762428051980244,-0.16880535392141385,12.661276247287724]
